year,parent_entity,parent_type,lei,commodity,production_value,production_unit,total_emissions_MtCO2e
1962,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,0.9125000000000002,Million bbl/yr,0.3638848308984855
1962,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1.8432499999999996,Bcf/yr,0.13435521203446849
1963,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1.8250000000000004,Million bbl/yr,0.727769661796971
1963,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,4.4238,Bcf/yr,0.32245250888272436
1964,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,7.300000000000002,Million bbl/yr,2.911078647187884
1964,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,17.326549999999997,Bcf/yr,1.2629389931240036
1965,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,10.950000000000001,Million bbl/yr,4.366617970781826
1965,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,25.0682,Bcf/yr,1.8272308836687716
1966,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,13.504999999999999,Million bbl/yr,5.385495497297585
1966,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,29.86065,Bcf/yr,2.1765544349583896
1967,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,14.6,Million bbl/yr,5.822157294375768
1967,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,29.86065,Bcf/yr,2.1765544349583896
1968,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,18.25,Million bbl/yr,7.277696617969709
1968,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,39.0769,Bcf/yr,2.8483304951307318
1969,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,22.265,Million bbl/yr,8.878789873923047
1969,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,47.1872,Bcf/yr,3.4394934280823937
1970,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,25.7325,Million bbl/yr,10.261552231337292
1970,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,53.822900000000004,Bcf/yr,3.9231721914064805
1971,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,34.309999999999995,Million bbl/yr,13.682069641783054
1971,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,72.9927,Bcf/yr,5.320466396564951
1972,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,37.96,Million bbl/yr,15.137608965376995
1972,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,79.6284,Bcf/yr,5.804145159889039
1973,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,117.71249999999998,Million bbl/yr,46.94114318590463
1973,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,97.3236,Bcf/yr,7.093955195419937
1974,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,302.1105,Million bbl/yr,120.47498981387058
1974,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,97.3236,Bcf/yr,7.093955195419937
1975,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,300.6213,Million bbl/yr,119.88112976984425
1975,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,85.89545,Bcf/yr,6.260952880806234
1976,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,347.3997,Million bbl/yr,138.53532174102418
1976,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,97.76597999999997,Bcf/yr,7.126200446308207
1977,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,361.72229999999996,Million bbl/yr,144.24685804680678
1977,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,145.124,Bcf/yr,10.578145010872213
1978,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,316.7397,Million bbl/yr,126.3087914228351
1978,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,190.96800000000005,Bcf/yr,13.919732066620579
1979,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,322.9155,Million bbl/yr,128.77156395835604
1979,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,202.04939999999996,Bcf/yr,14.72745963837631
1980,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,294.18269999999995,Million bbl/yr,117.31355840302452
1980,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,254.2225,Bcf/yr,18.530377263763825
1981,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,248.127,Million bbl/yr,98.94756321791618
1981,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,312.732,Bcf/yr,22.79515755864012
1982,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,199.72799999999998,Million bbl/yr,79.64711178706051
1982,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,329.29935,Bcf/yr,24.00275816740141
1983,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,185.712,Million bbl/yr,74.05784078445976
1983,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,310.95079999999996,Bcf/yr,22.6653251953276
1984,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,179.58,Million bbl/yr,71.61253472082194
1984,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,355.2764,Bcf/yr,25.896235482350548
1985,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,173.886,Million bbl/yr,69.34189337601539
1985,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,385.586,Bcf/yr,28.105514058061893
1986,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,284.643,Million bbl/yr,113.50933690020557
1986,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,397.3098,Bcf/yr,28.960066416586066
1987,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,395.4,Million bbl/yr,157.67678042439582
1987,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,408.6978,Bcf/yr,29.790142182026738
1988,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,378.6,Million bbl/yr,150.97731175689492
1988,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,419.75,Bcf/yr,30.595741354383918
1989,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,536.6,Million bbl/yr,213.9842194631532
1989,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,461.506,Bcf/yr,33.63935249433307
1990,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,595.7,Million bbl/yr,237.55199316846884
1990,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,487.8882,Bcf/yr,35.562361350937294
1991,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,722.7,Million bbl/yr,288.1967860716005
1991,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,554.65254,Bcf/yr,40.428840155788166
1992,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,672.3,Million bbl/yr,268.09838006909786
1992,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,586.6791,Bcf/yr,42.763268616135164
1993,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,654.1,Million bbl/yr,260.8406223459719
1993,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,599.17451,Bcf/yr,43.67406392876645
1994,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,678.2,Million bbl/yr,270.4511696606607
1994,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,696.5514,Bcf/yr,50.77190345308877
1995,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,683.6,Million bbl/yr,272.604570303786
1995,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,621.3687,Bcf/yr,45.29180710163139
1996,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,673.8,Million bbl/yr,268.6965469144104
1996,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,666.9343695,Bcf/yr,48.613106538585136
1997,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,708.1,Million bbl/yr,282.37462877722476
1997,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,712.6814205,Bcf/yr,51.94762694387831
1998,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,748.3,Million bbl/yr,298.40550023160193
1998,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,861.67363975,Bcf/yr,62.80772796588823
1999,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,673.4,Million bbl/yr,268.53703575566044
1999,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1023.4286999999998,Bcf/yr,74.59811745051428
2000,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,695.4,Million bbl/yr,277.31014948691154
2000,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1031.83367,Bcf/yr,75.21075899479385
2001,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,669.8,Million bbl/yr,267.10143532691023
2001,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1081.027465,Bcf/yr,78.79651391572438
2002,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,616.9,Million bbl/yr,246.00608458221996
2002,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1190.53928,Bcf/yr,86.77887286030838
2003,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,675.3,Million bbl/yr,269.294713759723
2003,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1228.856055,Bcf/yr,89.57179754746532
2004,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,713.6,Million bbl/yr,284.5679072100375
2004,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1269.6448799999998,Bcf/yr,92.54491092411628
2005,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,839.5,Million bbl/yr,334.77404442660657
2005,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1279.53308,Bcf/yr,93.26566568209225
2006,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,894.3,Million bbl/yr,356.6270731753595
2006,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1341.33433,Bcf/yr,97.77038291944214
2007,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,846.8,Million bbl/yr,337.6851230737945
2007,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1396.21384,Bcf/yr,101.77057182620884
2008,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,888.8,Million bbl/yr,354.4337947425467
2008,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1382.86477,Bcf/yr,100.79755290294128
2009,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,779.3,Million bbl/yr,310.76761503472846
2009,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1305.217683,Bcf/yr,95.13782642105124
2010,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,789.1,Million bbl/yr,314.675638424104
2010,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1394.2362,Bcf/yr,101.62642087461366
2011,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,913.191,Million bbl/yr,364.1603864252262
2011,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1618.077754,Bcf/yr,117.94231912487538
2012,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,948.2,Million bbl/yr,378.12120181692495
2012,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1959.136813,Bcf/yr,142.80224707182848
2013,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,996.928,Million bbl/yr,397.5528511758524
2013,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1934.149146,Bcf/yr,140.98088626996673
2014,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1002.179,Million bbl/yr,399.6468339123433
2014,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1964.320589,Bcf/yr,143.18009452801684
2015,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1068.575,Million bbl/yr,426.1240911532593
2015,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1918.427996,Bcf/yr,139.8349655095296
2016,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1095,Million bbl/yr,436.6617970781826
2016,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,1965.869177,Bcf/yr,143.29297171184652
2017,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1186.25,Million bbl/yr,473.0502801680311
2017,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2129.691609,Bcf/yr,155.23405273035308
2018,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1277.5,Million bbl/yr,509.43876325787966
2018,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2510.134941,Bcf/yr,182.9647157103936
2019,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1350.5,Million bbl/yr,538.5495497297585
2019,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2612.589429,Bcf/yr,190.43266333503647
2020,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1277.5,Million bbl/yr,509.43876325787966
2020,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2689.430294,Bcf/yr,196.0336239806282
2021,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1277.5,Million bbl/yr,509.43876325787966
2021,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2689.430294,Bcf/yr,196.0336239806282
2022,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1277.5,Million bbl/yr,509.43876325787966
2022,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2689.430294,Bcf/yr,196.0336239806282
2023,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Oil & NGL,1277.5,Million bbl/yr,509.43876325787966
2023,Abu Dhabi National Oil Company,State-owned Entity,5493009O1JMLWDLTIC26,Natural Gas,2689.430294,Bcf/yr,196.0336239806282
2012,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,4,Million tonnes/yr,8.07636177449011
2013,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,4.09,Million tonnes/yr,8.258079914416136
2014,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,7.92,Million tonnes/yr,15.99119631349042
2015,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,10.36,Million tonnes/yr,20.917776995929383
2016,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,11.45,Million tonnes/yr,23.11858557947794
2017,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,11.15,Million tonnes/yr,22.51285844639118
2018,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,16.9,Million tonnes/yr,34.12262849722071
2019,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,13.261,Million tonnes/yr,26.775158372878334
2020,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,15.72,Million tonnes/yr,31.74010177374613
2021,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,26.78,Million tonnes/yr,54.07124208021129
2022,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,34.9,Million tonnes/yr,70.4662564824262
2022,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Cement,32.107828,Million Tonnes CO2,22.639486385423996
2023,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Sub-Bituminous Coal,39.2,Million tonnes/yr,79.14834539000307
2023,Adani Group,Investor-owned Company,335800OTN96B3M38HC30,Cement,27.73963738,Million Tonnes CO2,27.73963738
1992,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,1,Million tonnes/yr,2.0190904436225274
1993,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,1.4,Million tonnes/yr,2.8267266210715385
1994,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,2.4,Million tonnes/yr,4.8458170646940655
1995,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,5.5,Million tonnes/yr,11.1049974399239
1996,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,8.6,Million tonnes/yr,17.364177815153734
1997,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,9.4,Million tonnes/yr,18.97945017005176
1998,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,10.9,Million tonnes/yr,22.00808583548555
1999,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,13.6,Million tonnes/yr,27.45963003326637
2000,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,15.5,Million tonnes/yr,31.29590187614917
2001,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,17.7,Million tonnes/yr,35.737900852118734
2002,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,20.8,Million tonnes/yr,41.997081227348566
2003,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,22.5,Million tonnes/yr,45.42953498150687
2004,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,24.3,Million tonnes/yr,49.06389778002742
2005,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,26.7,Million tonnes/yr,53.909714844721485
2006,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,34.4,Million tonnes/yr,69.45671126061494
2007,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,36.1,Million tonnes/yr,72.88916501477324
2008,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,38.5,Million tonnes/yr,77.73498207946731
2009,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,40.6,Million tonnes/yr,81.97507201107463
2010,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,42.2,Million tonnes/yr,85.20561672087067
2011,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,47.7,Million tonnes/yr,96.31061416079457
2012,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,47.2,Million tonnes/yr,95.30106893898329
2013,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,52.3,Million tonnes/yr,105.59843020145817
2014,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,56.2,Million tonnes/yr,113.47288293158607
2015,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,51.5,Million tonnes/yr,103.98315784656018
2016,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,52.38,Million tonnes/yr,105.759957436948
2016,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,0.22,Million tonnes/yr,0.6526557566863621
2017,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,50.9,Million tonnes/yr,102.77170358038664
2017,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,0.9,Million tonnes/yr,2.66995536826239
2018,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,48.23,Million tonnes/yr,97.38073209591448
2018,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,5.77,Million tonnes/yr,17.11738052763777
2019,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,52.8073,Million tonnes/yr,106.62271478350789
2019,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,5.2227,Million tonnes/yr,15.493751002026652
2020,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,49.6223,Million tonnes/yr,100.19191172057015
2020,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,4.9077,Million tonnes/yr,14.559266623134816
2021,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,49.8542,Million tonnes/yr,100.66013879444621
2021,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,2.8458,Million tonnes/yr,8.442398874445681
2022,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,59.51,Million tonnes/yr,120.15607229997661
2022,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,3.37,Million tonnes/yr,9.997499545604729
2023,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,62.32248,Million tonnes/yr,125.8347237908561
2023,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,3.55752,Million tonnes/yr,10.553799579667576
1996,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,8.164746441,Million tonnes/yr,22.160256954928027
1997,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,9.8884151341,Million tonnes/yr,26.83853342319061
1998,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,12.1564002566,Million tonnes/yr,32.994160355115056
1999,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,12.7914360909,Million tonnes/yr,34.71773589605391
2000,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,12.428558471299999,Million tonnes/yr,33.732835586945995
2001,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,14.242946569299999,Million tonnes/yr,38.65733713248555
2002,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,16.329492882,Million tonnes/yr,44.320513909856054
2003,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,17.4181257408,Million tonnes/yr,47.27521483717979
2004,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,18.485893136473,Million tonnes/yr,50.173283996729815
2005,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,20.7747437221,Million tonnes/yr,56.385542696427976
2006,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,21.5004989613,Million tonnes/yr,58.35534331464381
2007,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,22.044815390700002,Million tonnes/yr,59.832693778305675
2008,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,23.976231521021,Million tonnes/yr,65.07482567353253
2009,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,23.440079838062,Million tonnes/yr,63.6196354668256
2010,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,26.18162025414,Million tonnes/yr,71.06055730213589
2011,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,27.898938588897,Million tonnes/yr,75.72159801498907
2012,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,31.570352905199993,Million tonnes/yr,85.68632689238837
2013,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,35.182799608318,Million tonnes/yr,95.49100946955764
