year,parent_entity,parent_type,lei,commodity,production_value,production_unit,total_emissions_MtCO2e
1977,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,13.3406,Million bbl/yr,5.319936411051327
1977,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,69.57055,Bcf/yr,5.071024547188169
1977,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,2.7,Million tonnes/yr,7.8777554960638065
1978,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,15.5396,Million bbl/yr,6.196849006279567
1978,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,67.09849999999999,Bcf/yr,4.890835857694172
1978,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,2.76,Million tonnes/yr,8.052816729309667
1979,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,16.1993,Million bbl/yr,6.4599227848480405
1979,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,73.10204999999998,Bcf/yr,5.328436960751019
1979,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,2.97,Million tonnes/yr,8.665531045670187
1980,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,16.5658,Million bbl/yr,6.606074884052745
1980,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,63.21385,Bcf/yr,4.607682202775036
1980,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,3.03,Million tonnes/yr,8.840592278916048
1981,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,17.592,Million bbl/yr,7.015300761825925
1981,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,60.7418,Bcf/yr,4.42749351328104
1981,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,3.17,Million tonnes/yr,9.249068489823062
1982,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,19.058,Million bbl/yr,7.599909158644754
1982,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,59.32919999999999,Bcf/yr,4.324528547855899
1982,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,3.19,Million tonnes/yr,9.307422234238349
1983,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,20.2308,Million bbl/yr,8.067595876099814
1983,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,69.57055,Bcf/yr,5.071024547188169
1983,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,2.9,Million tonnes/yr,8.46129294021668
1984,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,22.723000000000003,Million bbl/yr,9.061430150691821
1984,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,70.63,Bcf/yr,5.1482482712570246
1984,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,3.15,Million tonnes/yr,9.190714745407773
1985,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,23.7492,Million bbl/yr,9.470656028465
1985,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,61.80125,Bcf/yr,4.5047172373498965
1985,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,3.19,Million tonnes/yr,9.307422234238349
1986,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,23.6759,Million bbl/yr,9.441425608624057
1986,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,56.15085,Bcf/yr,4.092857375649334
1986,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,2.752,Million tonnes/yr,8.029475231543554
1987,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,24.7021,Million bbl/yr,9.850651486397235
1987,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,68.15795,Bcf/yr,4.968059581763028
1987,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,3.0,Million tonnes/yr,8.753061662293119
1988,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,26.9011,Million bbl/yr,10.727564081625475
1988,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,70.63,Bcf/yr,5.1482482712570246
1988,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,2.9,Million tonnes/yr,8.46129294021668
1989,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,26.7545,Million bbl/yr,10.669103241943596
1989,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,77.693,Bcf/yr,5.6630730983827275
1989,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,3.0,Million tonnes/yr,8.753061662293119
1990,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,30.786,Million bbl/yr,12.276776333195368
1990,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,70.63,Bcf/yr,5.1482482712570246
1990,BASF,Investor-owned Company,529900PM64WH8AF1E917,Anthracite Coal,2.9,Million tonnes/yr,8.46129294021668
1991,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,34.3044,Million bbl/yr,13.679836485560552
1991,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,73.10204999999998,Bcf/yr,5.328436960751019
1992,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,33.718,Million bbl/yr,13.445993126833022
1992,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,70.63,Bcf/yr,5.1482482712570246
1993,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,35.184,Million bbl/yr,14.03060152365185
1993,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,67.09849999999999,Bcf/yr,4.890835857694172
1994,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,40.315,Million bbl/yr,16.076730912517746
1994,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,77.693,Bcf/yr,5.6630730983827275
1995,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,44.713,Million bbl/yr,17.830556102974228
1995,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,77.693,Bcf/yr,5.6630730983827275
1996,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,53.509,Million bbl/yr,21.33820648388719
1996,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,88.2875,Bcf/yr,6.435310339071279
1997,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,47.0,Million bbl/yr,18.742561153127472
1997,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,73.0,Bcf/yr,5.320998496414592
1998,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,53.0,Million bbl/yr,21.135228534377788
1998,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,71.0,Bcf/yr,5.1752177156909065
1999,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,55.0,Million bbl/yr,21.93278432812789
1999,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,135.0,Bcf/yr,9.840202698848906
2000,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,56.0,Million bbl/yr,22.331562225002944
2000,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,145.0,Bcf/yr,10.569106602467343
2001,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,60.0,Million bbl/yr,23.92667381250316
2001,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,186.0,Bcf/yr,13.557612607302936
2002,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,60.0,Million bbl/yr,23.92667381250316
2002,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,189.0,Bcf/yr,13.77628377838847
2003,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,65.0,Million bbl/yr,25.920563296878417
2003,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,228.0,Bcf/yr,16.619009002500373
2004,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,64.087528206,Million bbl/yr,25.55668971390929
2004,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,258.007460492382,Bcf/yr,18.806264511557703
2005,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,65.815729632,Million bbl/yr,26.24585824394604
2005,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,272.069528955104,Bcf/yr,19.83125417110048
2006,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,87.68300725,Million bbl/yr,34.966045222834985
2006,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,383.16673985325,Bcf/yr,27.929173241578425
2007,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,82.016115038,Million bbl/yr,32.706213864716005
2007,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,404.561038275886,Bcf/yr,29.48861200512214
2008,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,72.9,Million bbl/yr,29.070908682191337
2008,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,507.7,Bcf/yr,37.00645118670807
2009,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,64.5,Million bbl/yr,25.721174348440886
2009,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,610.9,Bcf/yr,44.52873947205035
2010,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,57.5,Million bbl/yr,22.929729070315524
2010,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,636.3,Bcf/yr,46.380155387241174
2011,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,67.9,Million bbl/yr,27.07701919781607
2011,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,388.2,Bcf/yr,28.296049538467745
2012,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,74.3,Million bbl/yr,29.62919773781641
2012,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,378.9,Bcf/yr,27.6181689081026
2013,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,70.9,Million bbl/yr,28.273352888441227
2013,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,479.4,Bcf/yr,34.94365313946789
2014,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,70.7,Million bbl/yr,28.19359730906622
2014,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,602.7333333,Bcf/yr,43.933467948332286
2015,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,70.5,Million bbl/yr,28.11384172969121
2015,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,726.0666667,Bcf/yr,52.923282764485705
2016,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,70.265,Million bbl/yr,28.02012892392557
2016,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,849.42,Bcf/yr,61.91455538115732
2017,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,68.25,Million bbl/yr,27.216591461722334
2017,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,829.1,Bcf/yr,60.43342264900466
2018,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,71.885,Million bbl/yr,28.666149116863156
2018,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,861.87,Bcf/yr,62.82204074116227
2019,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,63.0574,Million bbl/yr,25.145897354408937
2019,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,972.8856,Bcf/yr,70.91401116141657
2020,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,63.6706,Million bbl/yr,25.390427960772723
2020,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,982.3464,Bcf/yr,71.60361256655192
2021,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,64.7948,Million bbl/yr,25.838734072439657
2021,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,1000.3482,Bcf/yr,72.91577079576774
2022,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,60.59,Million bbl/yr,24.161952771659436
2022,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,943.89,Bcf/yr,68.80051055864071
2023,BASF,Investor-owned Company,529900PM64WH8AF1E917,Oil & NGL,41.245,Million bbl/yr,16.447594356611543
2023,BASF,Investor-owned Company,529900PM64WH8AF1E917,Natural Gas,459.9,Bcf/yr,33.52229052741194
1955,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,2.41819186,Million tonnes/yr,5.7297319915965215
1956,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,2.56043844,Million tonnes/yr,6.06677504992573
1957,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,3.0583014699999995,Million tonnes/yr,7.246425754077953
1958,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,3.22086899,Million tonnes/yr,7.631617820739906
1959,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,3.42407839,Million tonnes/yr,8.113107904067345
1960,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,3.58664591,Million tonnes/yr,8.498299970729294
1961,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,3.66792967,Million tonnes/yr,8.69089600406027
1962,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,4.23691599,Million tonnes/yr,10.0390682373771
1963,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,4.42996492,Million tonnes/yr,10.496483816538168
1964,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,4.79574184,Million tonnes/yr,11.363165966527555
1965,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,5.41553051,Million tonnes/yr,12.831710720676243
1966,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,6.04547965,Million tonnes/yr,14.324329978991306
1967,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,6.01499824,Million tonnes/yr,14.25210646649219
1968,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,6.197886699999999,Million tonnes/yr,14.685447541486884
1969,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,0.2,Bcf/yr,0.0145780780723687
1969,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,6.82783584,Million tonnes/yr,16.178066799801947
1970,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,4.5,Million bbl/yr,1.7945005359377368
1970,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,3.7,Bcf/yr,0.2696944443388219
1970,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,6.941,Million tonnes/yr,20.59128912345472
1971,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,35.0,Million bbl/yr,13.95722639062684
1971,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,8.440205413000001,Bcf/yr,0.6152098672877168
1971,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,6.001,Million tonnes/yr,17.80266907215845
1972,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,55.0747,Million bbl/yr,21.96257303702446
1972,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,11.865728112,Bcf/yr,0.8648975540111833
1972,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,7.147,Million tonnes/yr,21.202412241079234
1973,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,56.985,Million bbl/yr,22.724358453424873
1973,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,17.904536169,Bcf/yr,1.3050686306061603
1973,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,0.049,Million tonnes/yr,0.1161019819114888
1973,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,6.89,Million tonnes/yr,20.439991652586524
1974,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,69.5172,Million bbl/yr,27.721922812642408
1974,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,25.391245573,Bcf/yr,1.8507778015894072
1974,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,0.072,Million tonnes/yr,0.1705988305638203
1974,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,7.168,Million tonnes/yr,21.264711199672018
1975,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,69.18,Million bbl/yr,27.58745490581614
1975,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,32.454178973,Bcf/yr,2.3655977742151117
1975,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,0.194,Million tonnes/yr,0.4596690712414049
1975,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,6.306,Million tonnes/yr,18.70748728029181
1976,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,73.5012,Million bbl/yr,29.310653953792613
1976,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,40.399979048,Bcf/yr,2.9447702434190286
1976,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,1.802,Million tonnes/yr,4.26970962050006
1976,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,6.56,Million tonnes/yr,19.461008017556978
1977,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,76.0436,Million bbl/yr,30.324506878807753
1977,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,46.933192443,Bcf/yr,3.420978718097805
1977,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,2.715,Million tonnes/yr,6.432997569177393
1977,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,6.325,Million tonnes/yr,18.763853004732912
1978,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,79.9831,Million bbl/yr,31.895492403547017
1978,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,51.347525818,Bcf/yr,3.742741200988872
1978,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,2.707,Million tonnes/yr,6.4140421435591914
1978,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,7.029,Million tonnes/yr,20.85235142612927
1979,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,79.3255,Million bbl/yr,31.633256058561987
1979,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,57.633536544,Bcf/yr,4.200930976625747
1979,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,2.754,Million tonnes/yr,6.525405269066129
1979,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,5.805,Million tonnes/yr,17.221212125292418
1980,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,78.6423,Million bbl/yr,31.360810999416948
1980,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,65.296819283,Bcf/yr,4.759510646924637
1980,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,5.81,Million tonnes/yr,13.766377855219393
1980,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,1.4,Million tonnes/yr,4.15326390618594
1981,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,73.9678,Million bbl/yr,29.496723720474517
1981,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,81.859398106,Bcf/yr,5.9667634827319125
1981,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,7.38,Million tonnes/yr,17.486380132791588
1981,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,1.6,Million tonnes/yr,4.746587321355361
1982,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,160.0,Million bbl/yr,63.80446350000842
1982,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,95.031768897,Bcf/yr,6.926902731678852
1982,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,9.2,Million tonnes/yr,21.7987394609326
1982,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,1.8,Million tonnes/yr,5.33991073652478
1983,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,180.0,Million bbl/yr,71.78002143750946
1983,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,88.710443504,Bcf/yr,6.466138856178846
1983,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,10.3,Million tonnes/yr,24.40511048343541
1983,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,2.2,Million tonnes/yr,6.52655756686362
1984,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,92.863,Million bbl/yr,37.031711837508006
1984,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,92.771630209,Bcf/yr,6.762160340438627
1984,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,9.17,Million tonnes/yr,21.727656614864344
1984,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,8.64,Million tonnes/yr,25.63157153531895
1985,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,101.5322,Million bbl/yr,40.488797181097205
1985,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,94.784566228,Bcf/yr,6.908884032636951
1985,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,25.59,Million tonnes/yr,60.633667696224485
1985,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,9.34,Million tonnes/yr,27.70820348841192
1986,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,93.386,Million bbl/yr,37.240272677573664
1986,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,121.023363809,Bcf/yr,8.821440230941445
1986,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,30.206,Million tonnes/yr,71.5709482779272
1986,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,9.61,Million tonnes/yr,28.509190098890635
1987,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,92.92440000000002,Million bbl/yr,37.056196800376135
1987,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,131.123358571,Bcf/yr,9.557632791796202
1987,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,27.788,Million tonnes/yr,65.84167088482556
1987,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,11.681,Million tonnes/yr,34.65305406296998
1988,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,92.809,Million bbl/yr,37.01017783107676
1988,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,177.844663012,Bcf/yr,12.963166910715234
1988,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,27.465,Million tonnes/yr,65.07634557549065
1988,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,9.358,Million tonnes/yr,27.76160259577717
1989,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,82.0,Million bbl/yr,32.69978754375431
1989,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,175.0,Bcf/yr,12.755818313322656
1989,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,30.765,Million tonnes/yr,72.89545864299909
1989,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,8.766,Million tonnes/yr,26.005365286875683
1990,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,104.0,Million bbl/yr,41.47290127500547
1990,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,204.0,Bcf/yr,14.869639633816126
1990,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,31.019,Million tonnes/yr,73.497293406377
1990,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,7.63,Million tonnes/yr,22.635288288713376
1991,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,113.15,Million bbl/yr,45.1217190314122
1991,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,186.515,Bcf/yr,13.595151158339286
1991,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,32.453,Million tonnes/yr,76.89505344843978
1991,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,10.61183333,Million tonnes/yr,31.4812459628214
1992,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,70.81,Million bbl/yr,28.23746287772248
1992,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,191.99,Bcf/yr,13.994226045570382
1992,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,33.759,Million tonnes/yr,79.98952668061128
1992,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,13.59366667,Million tonnes/yr,40.3272036665956
1993,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,111.69,Million bbl/yr,44.53950330197463
1993,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,185.42,Bcf/yr,13.515336180893064
1993,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,37.261,Million tonnes/yr,88.28726424497933
1993,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,16.5755,Million tonnes/yr,49.173161340703615
1994,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,74.825,Million bbl/yr,29.83855613367581
1994,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,186.515,Bcf/yr,13.595151158339286
1994,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Thermal Coal,36.796,Million tonnes/yr,87.1854801309213
1994,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Metallurgical Coal,19.55733333,Million tonnes/yr,58.01911901481163
1995,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Oil & NGL,74.825,Million bbl/yr,29.83855613367581
1995,BHP,Investor-owned Company,WZE1WSENV6JSZFK0JC28,Natural Gas,198.925,Bcf/yr,14.499720902729768
